Attendance (%),Bengali,English,Math,Science,Total mark,Assignment Score,class participation,Study Hours per Week,Class Participation Score,Attendance_Scaled,Academic_Score,Engagement_Score,Effort_Score,Final_Performance_Score,Cluster,Cluster_Label,Weakest_Subject,AI_Tutor_Feedback,Risk_Level
96.0,7.0,3.0,10.0,2.0,5.5,5.0,4.0,9.0,1.0,9.6,5.5,6.8,7.0,6.19,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
83.0,3.0,8.0,7.0,6.0,6.0,6.0,1.0,8.0,8.0,8.3,6.0,4.65,7.0,5.795,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
83.0,3.0,1.0,1.0,0.0,1.25,1.0,2.0,9.0,9.0,8.3,1.25,5.15,5.0,3.17,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,High Risk
52.0,0.0,9.0,5.0,4.0,4.5,8.0,7.0,5.0,9.0,5.2,4.5,6.1,6.5,5.38,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,Medium Risk
65.0,8.0,7.0,7.0,2.0,6.0,3.0,10.0,8.0,6.0,6.5,6.0,8.25,5.5,6.574999999999999,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
80.0,6.0,6.0,7.0,5.0,6.0,5.0,2.0,2.0,6.0,8.0,6.0,5.0,3.5,5.2,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
63.0,1.0,8.0,9.0,0.0,4.5,4.0,10.0,1.0,3.0,6.3,4.5,8.15,2.5,5.195,2,Average Performer,Science,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
92.0,10.0,4.0,5.0,5.0,6.0,9.0,2.0,10.0,1.0,9.2,6.0,5.6,9.5,6.58,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. You are studying but may need better learning strategies. Focus more on improving your English performance.,Medium Risk
95.0,2.0,0.0,4.0,6.0,3.0,5.0,6.0,7.0,8.0,9.5,3.0,7.75,6.0,5.025,2,Average Performer,English,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
61.0,1.0,3.0,7.0,3.0,3.5,5.0,4.0,7.0,7.0,6.1,3.5,5.05,6.0,4.465,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
68.0,0.0,9.0,1.0,7.0,4.25,7.0,7.0,5.0,10.0,6.8,4.25,6.9,6.0,5.3950000000000005,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
82.0,3.0,4.0,2.0,6.0,3.75,2.0,6.0,1.0,2.0,8.2,3.75,7.1,1.5,4.305,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
83.0,1.0,3.0,2.0,8.0,3.5,10.0,6.0,10.0,7.0,8.3,3.5,7.15,10.0,5.895,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. You are studying but may need better learning strategies. Focus more on improving your Bengali performance.,Medium Risk
97.0,0.0,7.0,9.0,9.0,6.25,9.0,5.0,6.0,3.0,9.7,6.25,7.35,7.5,6.83,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
92.0,1.0,5.0,10.0,0.0,4.0,0.0,7.0,10.0,3.0,9.2,4.0,8.1,5.0,5.43,2,Average Performer,Science,You are performing moderately well but there is room for improvement. You are studying but may need better learning strategies. Focus more on improving your Science performance.,Medium Risk
97.0,9.0,6.0,7.0,6.0,7.0,7.0,4.0,4.0,1.0,9.7,7.0,6.85,5.5,6.654999999999999,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
81.0,2.0,8.0,0.0,4.0,3.5,5.0,10.0,5.0,1.0,8.1,3.5,9.05,5.0,5.465,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
59.0,2.0,6.0,0.0,4.0,3.0,8.0,9.0,6.0,4.0,5.9,3.0,7.45,7.0,5.135,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,Medium Risk
80.0,1.0,2.0,7.0,3.0,3.25,4.0,8.0,4.0,3.0,8.0,3.25,8.0,4.0,4.825,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
58.0,7.0,8.0,8.0,10.0,8.25,3.0,0.0,10.0,9.0,5.8,8.25,2.9,6.5,6.295,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. You are studying but may need better learning strategies. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,Medium Risk
55.0,1.0,4.0,7.0,2.0,3.5,5.0,10.0,4.0,9.0,5.5,3.5,7.75,4.5,4.975,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,High Risk
87.0,7.0,4.0,9.0,5.0,6.25,8.0,7.0,5.0,1.0,8.7,6.25,7.85,6.5,6.78,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
93.0,5.0,5.0,9.0,4.0,5.75,0.0,8.0,5.0,7.0,9.3,5.75,8.65,2.5,5.970000000000001,2,Average Performer,Science,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
91.0,8.0,4.0,9.0,8.0,7.25,10.0,3.0,9.0,4.0,9.1,7.25,6.05,9.5,7.34,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
96.0,6.0,10.0,6.0,7.0,7.25,9.0,1.0,7.0,9.0,9.6,7.25,5.3,8.0,6.8149999999999995,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
96.0,2.0,0.0,2.0,2.0,1.5,4.0,10.0,10.0,2.0,9.6,1.5,9.8,7.0,5.09,2,Average Performer,English,You are performing moderately well but there is room for improvement. You are studying but may need better learning strategies. Focus more on improving your English performance.,Medium Risk
78.0,6.0,8.0,5.0,1.0,5.0,10.0,5.0,9.0,2.0,7.8,5.0,6.4,9.5,6.32,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
57.0,2.0,0.0,7.0,6.0,3.75,9.0,6.0,2.0,10.0,5.7,3.75,5.85,5.5,4.73,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,High Risk
77.0,5.0,3.0,7.0,2.0,4.25,4.0,5.0,5.0,1.0,7.7,4.25,6.35,4.5,4.93,2,Average Performer,Science,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,High Risk
71.0,1.0,5.0,9.0,6.0,5.25,8.0,10.0,7.0,9.0,7.1,5.25,8.55,7.5,6.6899999999999995,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
96.0,7.0,1.0,9.0,10.0,6.75,10.0,3.0,2.0,6.0,9.6,6.75,6.3,6.0,6.465,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
86.0,7.0,7.0,10.0,5.0,7.25,8.0,5.0,6.0,2.0,8.6,7.25,6.8,7.0,7.065,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
75.0,5.0,5.0,5.0,2.0,4.25,6.0,1.0,2.0,5.0,7.5,4.25,4.25,4.0,4.2,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,High Risk
54.0,2.0,10.0,9.0,7.0,7.0,5.0,6.0,9.0,6.0,5.4,7.0,5.7,7.0,6.61,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,Medium Risk
98.0,1.0,1.0,5.0,3.0,2.5,4.0,0.0,10.0,5.0,9.8,2.5,4.9,7.0,4.12,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. You are studying but may need better learning strategies. Focus more on improving your Bengali performance.,High Risk
89.0,9.0,2.0,5.0,9.0,6.25,4.0,9.0,7.0,5.0,8.9,6.25,8.95,5.5,6.91,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
98.0,10.0,6.0,5.0,9.0,7.5,4.0,0.0,9.0,8.0,9.8,7.5,4.9,6.5,6.52,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
59.0,6.0,0.0,4.0,9.0,4.75,2.0,6.0,3.0,8.0,5.9,4.75,5.95,2.5,4.66,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,High Risk
78.0,3.0,8.0,10.0,6.0,6.75,7.0,3.0,9.0,9.0,7.8,6.75,5.4,8.0,6.595000000000001,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
77.0,2.0,8.0,5.0,8.0,5.75,5.0,7.0,6.0,6.0,7.7,5.75,7.35,5.5,6.18,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
65.0,8.0,5.0,1.0,9.0,5.75,2.0,10.0,3.0,7.0,6.5,5.75,8.25,2.5,5.85,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
100.0,4.0,2.0,5.0,3.0,3.5,5.0,2.0,10.0,8.0,10.0,3.5,6.0,7.5,5.05,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. You are studying but may need better learning strategies. Focus more on improving your English performance.,Medium Risk
77.0,6.0,7.0,4.0,6.0,5.75,0.0,9.0,9.0,2.0,7.7,5.75,8.35,4.5,6.28,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
98.0,0.0,2.0,0.0,4.0,1.5,10.0,8.0,6.0,10.0,9.8,1.5,8.9,8.0,5.02,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
50.0,0.0,4.0,8.0,3.0,3.75,1.0,5.0,4.0,2.0,5.0,3.75,5.0,2.5,3.875,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,High Risk
50.0,2.0,6.0,9.0,0.0,4.25,8.0,7.0,7.0,8.0,5.0,4.25,6.0,7.5,5.425,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Science performance.,Medium Risk
71.0,5.0,9.0,1.0,9.0,6.0,1.0,4.0,2.0,7.0,7.1,6.0,5.55,1.5,4.965,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
65.0,5.0,0.0,3.0,5.0,3.25,1.0,5.0,9.0,1.0,6.5,3.25,5.75,5.0,4.35,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
78.0,1.0,10.0,10.0,7.0,7.0,0.0,1.0,8.0,9.0,7.8,7.0,4.4,4.0,5.62,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
61.0,4.0,8.0,8.0,5.0,6.25,5.0,0.0,3.0,8.0,6.1,6.25,3.05,4.0,4.84,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
93.0,1.0,2.0,7.0,10.0,5.0,3.0,10.0,5.0,10.0,9.3,5.0,9.65,4.0,6.194999999999999,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
65.0,4.0,5.0,0.0,9.0,4.5,2.0,4.0,9.0,7.0,6.5,4.5,5.25,5.5,4.925000000000001,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
60.0,0.0,7.0,4.0,5.0,4.0,1.0,0.0,6.0,3.0,6.0,4.0,3.0,3.5,3.6,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
